0,0,0,0,0,0,0
1,0,0,0,0,0,0
2,0,0,0,0,0,0
3,0,0,0,0,0,0
4,0,0,0,0,0,0
5,0,0,0,0,0,0
6,0,0,0,0,0,0
7,0,0,0,0,0,0
8,0,0,0,0,0,0
9,0,0,0,0,0,0
10,0,0,0,0,0,0
11,0,0,0,0,0,0
12,0,0,0,0,0,0
13,0,0,0,0,0,0
14,0,0,0,0,0,0
15,0,0,0,0,0,0
16,0,0,0,0,0,0
17,0,0,0,0,0,0
18,0,0,0,0,0,0
19,0,0,0,0,0,0
20,0,0,0,0,0,0
21,0,0,0,0,0,0
22,0,0,0,0,0,0
23,0,0,0,0,0,0
24,0,0,0,0,0,0
25,0,0,0,0,0,0
26,0,0,0,0,0,0
27,0,0,0,0,0,0
28,0,0,0,0,0,0
29,0,0,0,0,0,0
30,0,0,0,0,0,0
31,0,0,0,0,0,0
32,0,0,0,0,0,0
33,0,0,0,0,0,0
34,0,0,0,0,0,0
35,0,0,0,0,0,0
36,0,0,0,0,0,0
37,0,0,0,0,0,0
38,0,0,0,0,0,0
39,0,0,0,0,0,0
40,0,0,0,0,0,0
41,0,0,0,0,0,0
42,0,0,0,0,0,0
43,0,0,0,0,0,0
44,0,0,0,0,0,0
45,0,0,0,0,0,0
46,0,0,0,0,0,0
47,0,0,0,0,0,0
48,0,0,0,0,0,0
49,0,0,0,0,0,0
50,0,0,0,0,0,0
51,0,0,0,0,0,0
52,0,0,0,0,0,0
53,0,0,0,0,0,0
54,0,0,0,0,0,0
55,0,0,0,0,0,0
56,0,0,0,0,0,0
57,0,0,0,0,0,0
58,0,0,0,0,0,0
59,0,0,0,0,0,0
60,0,0,0,0,0,0
61,0,0,0,0,0,0
62,0,0,0,0,0,0
63,0,0,0,0,0,0
64,0,0,0,0,0,0
65,0,0,0,0,0,0
66,0,0,0,0,0,0
67,0,0,0,0,0,0
68,0,0,0,0,0,0
69,0,0,0,0,0,0
70,0,0,0,0,0,0
71,0,0,0,0,0,0
72,0,0,0,0,0,0
73,0,0,0,0,0,0
74,0,0,0,0,0,0
75,0,0,0,0,0,0
76,0,0,0,0,0,0
77,0,0,0,0,0,0
78,0,0,0,0,0,0
79,0,0,0,0,0,0
80,0,0,0,0,0,0
81,0,0,0,0,0,0
82,0,0,0,0,0,0
83,0,0,0,0,0,0
84,0,0,0,0,0,0
85,0,0,0,0,0,0
86,0,0,0,0,0,0
87,0,0,0,0,0,0
88,0,0,0,0,0,0
89,0,0,0,0,0,0
90,0,0,0,0,0,0
91,0,0,0,0,0,0
92,0,0,0,0,0,0
93,0,0,0,0,0,0
94,0,0,0,0,0,0
95,0,0,0,0,0,0
96,0,0,0,0,0,0
97,0,0,0,0,0,0
98,0,0,0,0,0,0
99,0,0,0,0,0,0
100,0,0.165748,0,0.497244,0,0.828739
101,3.31E-07,0.662991,9.94E-07,1.98897,1.66E-06,3.31496
102,1.33E-06,1.32598,3.98E-06,3.97795,6.63E-06,6.62991
103,2.98E-06,1.98897,8.95E-06,5.96692,1.49E-05,9.94487
104,5.30E-06,2.65197,1.59E-05,7.9559,2.65E-05,13.2598
105,8.29E-06,3.31496,2.49E-05,9.94487,4.14E-05,16.5748
106,1.19E-05,3.97795,3.58E-05,11.9338,5.97E-05,19.8897
107,1.62E-05,4.64094,4.87E-05,13.9228,8.12E-05,23.2047
108,2.12E-05,5.30393,6.36E-05,15.9118,0.000106079,26.5196
109,2.69E-05,5.96692,8.06E-05,17.9008,0.000134256,29.8346
110,3.31E-05,6.62991,9.94E-05,19.8897,0.000165748,33.1495
111,4.01E-05,7.29291,0.000120333,21.8787,0.000200555,36.4645
112,4.77E-05,7.9559,0.000143206,23.8677,0.000238677,39.7794
113,5.60E-05,8.61889,0.000168068,25.8566,0.000280114,43.0943
114,6.50E-05,9.28188,0.000194919,27.8456,0.000324865,46.4092
115,7.46E-05,9.94487,0.000223759,29.8345,0.000372932,49.724
116,8.49E-05,10.6079,0.000254588,31.8235,0.000424313,53.0388
117,9.58E-05,11.2709,0.000287406,33.8124,0.00047901,56.3536
118,0.000107405,11.9338,0.000322213,35.8014,0.000537021,59.6684
119,0.00011967,12.5968,0.000359009,37.7903,0.000598346,62.9831
120,0.000132598,13.2598,0.000397794,39.7792,0.000662987,66.2977
121,0.00014619,13.9228,0.000438567,41.7681,0.000730942,69.6122
122,0.000160444,14.5858,0.00048133,43.7569,0.000802211,72.9267
123,0.000175361,15.2488,0.000526081,45.7458,0.000876795,76.2411
124,0.000190941,15.9118,0.000572822,47.7346,0.000954693,79.5553
125,0.000207185,16.5748,0.000621551,49.7234,0.00103591,82.8695
126,0.000224091,17.2377,0.000672268,51.7122,0.00112043,86.1835
127,0.00024166,17.9007,0.000724975,53.7009,0.00120827,89.4973
128,0.000259892,18.5637,0.00077967,55.6896,0.00129943,92.8109
129,0.000278788,19.2267,0.000836354,57.6782,0.00139389,96.1244
130,0.000298346,19.8897,0.000895027,59.6668,0.00149168,99.4376
131,0.000318567,20.5526,0.000955688,61.6554,0.00159277,102.751
132,0.000339451,21.2156,0.00101834,63.6439,0.00169718,106.063
133,0.000360998,21.8786,0.00108298,65.6323,0.0018049,109.376
134,0.000383208,22.5415,0.0011496,67.6207,0.00191593,112.688
135,0.000406081,23.2045,0.00121822,69.6089,0.00203027,116
136,0.000429617,23.8675,0.00128882,71.5971,0.00214793,119.311
137,0.000453816,24.5304,0.00136141,73.5852,0.00226889,122.622
138,0.000478678,25.1934,0.00143599,75.5732,0.00239317,125.932
139,0.000504203,25.8563,0.00151256,77.5611,0.00252076,129.242
140,0.000530391,26.5193,0.00159111,79.5489,0.00265166,132.552
141,0.000557241,27.1822,0.00167166,81.5365,0.00278586,135.86
142,0.000584755,27.8452,0.00175419,83.5241,0.00292338,139.169
