210,210,0,0.00597223,-0.00237405,-0.0029521,0,0.035398,-0.00580021,-0.000488997,2,0.993402,0,0
215,210,0,0.00638445,-8.58E-06,0.00142231,0,0.0113411,-0.00548073,-0.0016728,2,0.994696,0,0
220,210,0,0.0200345,0.00183499,0.00424874,0,-0.0179882,-0.00564395,-0.00261301,2,0.994856,0,0
225,210,0,0.0112268,-0.000974059,0.00566945,0,-0.0472439,-1.48E-05,-0.000426769,2,0.994606,0,0
230,210,0,0.0195446,-0.000902891,0.00201101,0,-0.0233771,0.00677774,-0.000720799,2,0.995432,0,0
235,210,0,0.0249252,0.00144362,-0.00294809,0,-0.000518678,0.00477026,-0.00144708,2,0.995033,0,0
240,210,0,0.039953,0.00199544,-0.00447341,0,0.00368144,0.000447143,-0.00236118,2,0.995326,0,0
245,210,0,0.0372796,0.000921965,-0.00256138,0,0.0122684,-0.00202048,-0.00281113,2,0.995489,0,0
250,210,0,0.0288352,-0.0017733,-0.00147275,0,0.00903337,0.000301514,-0.00399148,2,0.995371,0,0
255,210,0,0.0266405,-0.00326997,0.000747126,0,0.011225,0.00354285,-0.00443125,3,0.995653,0,0
260,210,0,-0.0163077,0.00157654,-0.000433221,0,-0.0251698,-0.00234486,-0.00892717,4,0.991463,0,0
265,210,0,0.0313999,0.0127846,0.0107358,0,-0.00765861,-0.000478818,-0.00282657,6,0.970698,0,0
270,210,0,0.0628299,0.00310946,-0.00880368,0,0.0191783,0.00334672,-0.00319231,4,0.984131,0,0
275,210,0,0.014262,0.0128462,-0.0100416,0,0.0149477,0.00215299,-0.000907123,4,0.993847,0,0
280,210,0,0.0546997,0.00195777,-0.00220121,0,0.0135671,-0.00196561,0.00155389,3,0.995903,0,0
285,210,0,0.0525095,-0.00128758,-0.00201363,0,0.00852374,-0.00175556,0.000512123,3,0.995995,0,0
290,210,0,0.0433662,-0.000231981,-6.88E-05,0,0.000938208,0.000564866,0.00302184,2,0.99595,0,0
295,210,0,0.050553,0.000356793,-0.00152947,0,-0.00169827,0.00312738,0.00233495,2,0.995948,0,0
300,210,0,0.0500264,-0.0017935,-0.00274486,0,0.0111602,0.00363407,0.000495195,2,0.995172,0,0
305,210,0,0.0458092,0.00113404,-0.0028806,0,0.0160864,0.00234808,-0.00107312,2,0.99534,0,0
310,210,0,0.0408057,-0.000255108,-0.000823129,0,0.0319473,-0.00312966,-0.00153792,2,0.995152,0,0
315,210,0,0.0429673,0.000711441,0.00311535,0,0.0256567,-0.00432061,-0.00211555,3,0.995112,0,0
320,210,0,0.0586338,-0.00166112,0.00479016,0,0.0153885,-0.00292839,-0.00246483,3,0.99563,0,0
325,210,0,0.052891,0.00133944,0.00377893,0,-0.0017055,-0.00251999,-0.00370139,4,0.996146,0,0
330,210,0,0.0397873,-0.000137866,0.00327661,0,-0.0163824,-0.0024751,-0.00236881,3,0.995342,0,0
335,210,0,0.0354218,0.00440574,-0.00185229,0,-0.0121737,0.00267459,0.00281775,3,0.992629,0,0
340,210,0,0.0545498,0.0052278,0.000988895,0,-0.0215162,0.000190116,0.00453615,7,0.978879,0,0
345,210,0,0.0525075,0.00508416,0.0004749,0,-0.0085276,-0.000845683,0.0036366,3,0.991308,0,0
350,210,0,0.0755283,-0.0054785,2.42E-05,0,-0.00411391,-0.00283305,0.00376654,3,0.993352,0,0
355,210,0,0.0560573,-0.00117224,-0.000615639,0,-0.00052034,0.00138322,0.00127542,3,0.993537,0,0
360,210,0,0.0647397,0.00122774,-0.00217055,0,-0.0124197,0.00264025,-0.000713944,3,0.994437,0,0
365,210,0,0.0736185,0.00341773,-0.00334115,0,-0.00800205,-0.00434435,0.00034976,3,0.995134,0,0
370,210,0,0.0837518,0.00230134,-0.00197879,0,-0.0107276,-0.00157949,-0.00271112,2,0.994581,0,0
375,210,0,0.0766361,-0.00183046,-0.00034167,0,-0.0287814,-0.00159904,0.00153434,2,0.99399,0,0
380,210,0,0.0746802,0.00202525,-0.00167318,0,-0.0261344,0.00408836,0.00335765,4,0.9925,0,0
385,210,0,0.0762853,-0.00338364,-0.000581875,0,-0.0215391,-0.000330347,0.00264907,5,0.994241,0,0
390,210,0,0.058133,-0.00453335,0.000961781,0,-0.0178303,0.0025522,-0.000151992,3,0.995135,0,0
395,210,0,0.0662952,0.000425696,0.00294473,0,-0.00607023,-0.000949413,-0.00250876,2,0.994854,0,0
400,210,0,0.0694473,0.00673926,0.00136238,0,-0.00609759,0.00163294,-0.00173193,3,0.995886,0,0
405,210,0,0.0819847,0.00123143,-0.00338076,0,0.00619564,0.00168555,-0.000932157,3,0.995879,0,0
410,210,0,0.0881129,-0.00266314,-0.00621321,0,0.0117883,0.000737688,0.0005126,4,0.993922,0,0
415,210,0,0.0919102,0.00259578,-0.00435179,0,0.0162121,0.00310909,-0.000328898,3,0.992264,0,0
420,210,0,0.113699,0.00583744,-0.00370399,0,0.0211922,-0.00185062,0.00248837,4,0.991699,0,0
425,210,0,0.122407,0.00251806,6.51E-05,0,0.0183136,-0.00385338,-0.000993669,2,0.992981,0,0
430,210,0,0.131183,0.00313401,0.00210024,0,0.0145439,-0.00438585,-0.00130451,2,0.992154,0,0
435,210,0,0.117478,-0.00793654,-1.63E-05,0,-0.00352966,0.00111044,0.00534129,2,0.993511,0,0
440,210,0,0.121986,-0.00102496,0.000666432,0,-0.0111448,0.00117878,0.00490236,3,0.993125,0,0
445,210,0,0.128804,0.0019213,0.000112352,0,-0.0210215,-0.000299841,0.00611925,2,0.994417,0,0
450,210,0,0.122743,-0.00228292,0.00103976,0,-0.0267382,-0.00321345,0.00767267,3,0.995332,0,0
